candidate_rank,source,source_file,asset_id,title,description,tags,category,license,file_format,file_size_bytes,face_count,vertex_count,object_count,material_count,texture_count,missing_textures,url_or_path,rank_score,positive_keyword_hits,negative_keyword_hits,technical_flags,auto_reasons,raw_metadata_json
39,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B00X4SCCFG,,,,,,glb,,11396,8172,,1,3,,G/B00X4SCCFG.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B00X4SCCFG"",""extent_x"":""0.4099999964237213"",""extent_y"":""0.09999960660934448"",""extent_z"":""0.28000007569789886"",""faces"":""11396"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B00X4SCCFG.glb"",""textures"":""3"",""vertices"":""8172""}"
40,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B00XBC3BF0,,,,,,glb,,142080,77376,,1,3,,0/B00XBC3BF0.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B00XBC3BF0"",""extent_x"":""0.6629399657249451"",""extent_y"":""1.1550036668777466"",""extent_z"":""0.7391399443149567"",""faces"":""142080"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""0/B00XBC3BF0.glb"",""textures"":""3"",""vertices"":""77376""}"
41,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B00XBC3J84,,,,,,glb,,92440,51060,,1,3,,4/B00XBC3J84.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B00XBC3J84"",""extent_x"":""0.6474542021751404"",""extent_y"":""0.9591255187988281"",""extent_z"":""0.6464415788650513"",""faces"":""92440"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B00XBC3J84.glb"",""textures"":""3"",""vertices"":""51060""}"
42,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B010QZCT5W,,,,,,glb,,29580,21799,,1,3,,W/B010QZCT5W.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B010QZCT5W"",""extent_x"":""0.11506200031869077"",""extent_y"":""0.4664659201315435"",""extent_z"":""0.4952999733562844"",""faces"":""29580"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B010QZCT5W.glb"",""textures"":""3"",""vertices"":""21799""}"
43,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B010QZD6I6,,,,,,glb,,12574,7682,,1,3,,6/B010QZD6I6.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B010QZD6I6"",""extent_x"":""0.23012398420286007"",""extent_y"":""0.09194801849432119"",""extent_z"":""0.23012401163578"",""faces"":""12574"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B010QZD6I6.glb"",""textures"":""3"",""vertices"":""7682""}"
44,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B012S0S20Y,,,,,,glb,,18404,10478,,1,3,,Y/B012S0S20Y.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B012S0S20Y"",""extent_x"":""0.9144000432362615"",""extent_y"":""2.41299986839294"",""extent_z"":""0.9144000432362615"",""faces"":""18404"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B012S0S20Y.glb"",""textures"":""3"",""vertices"":""10478""}"
45,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B013OWRNDC,,,,,,glb,,11490,7998,,1,3,,C/B013OWRNDC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B013OWRNDC"",""extent_x"":""0.659891859281243"",""extent_y"":""0.8127999417304993"",""extent_z"":""0.49987209860372384"",""faces"":""11490"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B013OWRNDC.glb"",""textures"":""3"",""vertices"":""7998""}"
46,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B013P2DRJK,,,,,,glb,,47484,32565,,1,3,,K/B013P2DRJK.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B013P2DRJK"",""extent_x"":""0.5299999713897705"",""extent_y"":""0.5149999768610263"",""extent_z"":""0.3799999952316284"",""faces"":""47484"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""K/B013P2DRJK.glb"",""textures"":""3"",""vertices"":""32565""}"
47,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B013TGFGWS,,,,,,glb,,9548,4999,,1,3,,S/B013TGFGWS.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B013TGFGWS"",""extent_x"":""0.3349999785423279"",""extent_y"":""0.22100000083446503"",""extent_z"":""0.05706699751317501"",""faces"":""9548"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B013TGFGWS.glb"",""textures"":""3"",""vertices"":""4999""}"
48,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B014I8UQJY,,,,,,glb,,25578,24391,,1,3,,Y/B014I8UQJY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B014I8UQJY"",""extent_x"":""0.4216400042637997"",""extent_y"":""0.03048000268233595"",""extent_z"":""0.2565399719730726"",""faces"":""25578"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B014I8UQJY.glb"",""textures"":""3"",""vertices"":""24391""}"
49,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B014RWWURC,,,,,,glb,,33390,27185,,1,3,,C/B014RWWURC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B014RWWURC"",""extent_x"":""0.1356284036782509"",""extent_y"":""0.014986000022030481"",""extent_z"":""0.281336635351182"",""faces"":""33390"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B014RWWURC.glb"",""textures"":""3"",""vertices"":""27185""}"
50,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0154VUESC,,,,,,glb,,9816,6092,,1,3,,C/B0154VUESC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0154VUESC"",""extent_x"":""1.7200000895703427"",""extent_y"":""0.8000000430883222"",""extent_z"":""2.0599997717671603"",""faces"":""9816"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B0154VUESC.glb"",""textures"":""3"",""vertices"":""6092""}"
51,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0154WJZH2,,,,,,glb,,6324,5010,,1,3,,2/B0154WJZH2.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0154WJZH2"",""extent_x"":""1.4498317897520119"",""extent_y"":""0.8999215037554796"",""extent_z"":""0.3799838197829788"",""faces"":""6324"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""2/B0154WJZH2.glb"",""textures"":""3"",""vertices"":""5010""}"
52,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01557LJIO,,,,,,glb,,3638,3310,,1,3,,O/B01557LJIO.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01557LJIO"",""extent_x"":""1.449831247329712"",""extent_y"":""0.8999220967910304"",""extent_z"":""0.3799840428021177"",""faces"":""3638"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""O/B01557LJIO.glb"",""textures"":""3"",""vertices"":""3310""}"
53,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01557QQSW,,,,,,glb,,2672,2509,,1,3,,W/B01557QQSW.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01557QQSW"",""extent_x"":""0.979932844638824"",""extent_y"":""0.8999221856853796"",""extent_z"":""0.3799842049063871"",""faces"":""2672"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B01557QQSW.glb"",""textures"":""3"",""vertices"":""2509""}"
54,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B015IPNVFW,,,,,,glb,,5904,5832,,1,3,,W/B015IPNVFW.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B015IPNVFW"",""extent_x"":""3.0"",""extent_y"":""2.3600003719329834"",""extent_z"":""0.5798822641372681"",""faces"":""5904"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B015IPNVFW.glb"",""textures"":""3"",""vertices"":""5832""}"
55,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B016ID2V5O,,,,,,glb,,78114,44725,,1,3,,O/B016ID2V5O.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B016ID2V5O"",""extent_x"":""0.7000240350894523"",""extent_y"":""1.145031809806824"",""extent_z"":""0.7800339880988575"",""faces"":""78114"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""O/B016ID2V5O.glb"",""textures"":""3"",""vertices"":""44725""}"
56,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B016ID34BO,,,,,,glb,,35871,24472,,1,3,,O/B016ID34BO.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B016ID34BO"",""extent_x"":""0.6095999849699181"",""extent_y"":""0.9715499184287065"",""extent_z"":""0.6095999849699181"",""faces"":""35871"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""O/B016ID34BO.glb"",""textures"":""3"",""vertices"":""24472""}"
57,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B017DORX3M,,,,,,glb,,25202,13404,,1,3,,M/B017DORX3M.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B017DORX3M"",""extent_x"":""0.3700000047683716"",""extent_y"":""0.1080000028014183"",""extent_z"":""0.2799999862909317"",""faces"":""25202"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B017DORX3M.glb"",""textures"":""3"",""vertices"":""13404""}"
58,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B017DOS5C0,,,,,,glb,,25202,13404,,1,3,,0/B017DOS5C0.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B017DOS5C0"",""extent_x"":""0.3700000047683716"",""extent_y"":""0.1080000028014183"",""extent_z"":""0.2799999862909317"",""faces"":""25202"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""0/B017DOS5C0.glb"",""textures"":""3"",""vertices"":""13404""}"
59,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B017YEANB0,,,,,,glb,,59482,35820,,1,3,,0/B017YEANB0.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B017YEANB0"",""extent_x"":""0.02363720815628767"",""extent_y"":""0.0051581133157014855"",""extent_z"":""0.0588584803044796"",""faces"":""59482"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""0/B017YEANB0.glb"",""textures"":""3"",""vertices"":""35820""}"
60,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B018K6NSIG,,,,,,glb,,1652,1944,,1,3,,G/B018K6NSIG.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B018K6NSIG"",""extent_x"":""0.3497579619573336"",""extent_y"":""0.5499099761301273"",""extent_z"":""0.2697480035442101"",""faces"":""1652"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B018K6NSIG.glb"",""textures"":""3"",""vertices"":""1944""}"
61,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01B254OVC,,,,,,glb,,19598,11994,,1,3,,C/B01B254OVC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01B254OVC"",""extent_x"":""0.33019997685551755"",""extent_y"":""0.2412999660546978"",""extent_z"":""0.04114799884175344"",""faces"":""19598"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B01B254OVC.glb"",""textures"":""3"",""vertices"":""11994""}"
62,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D3C7Z4A,,,,,,glb,,4224,3323,,1,3,,A/B01D3C7Z4A.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D3C7Z4A"",""extent_x"":""0.42766471207141876"",""extent_y"":""0.6138444542884827"",""extent_z"":""0.41810373961925507"",""faces"":""4224"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""A/B01D3C7Z4A.glb"",""textures"":""3"",""vertices"":""3323""}"
63,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D7P5BFS,,,,,,glb,,16350,14008,,1,3,,S/B01D7P5BFS.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D7P5BFS"",""extent_x"":""0.4749799853842094"",""extent_y"":""0.970026016235352"",""extent_z"":""0.45008801131803033"",""faces"":""16350"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B01D7P5BFS.glb"",""textures"":""3"",""vertices"":""14008""}"
64,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D7P5JW8,,,,,,glb,,16350,13996,,1,3,,8/B01D7P5JW8.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D7P5JW8"",""extent_x"":""0.5334210588006914"",""extent_y"":""0.8117212287822543"",""extent_z"":""0.48259995415478607"",""faces"":""16350"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B01D7P5JW8.glb"",""textures"":""3"",""vertices"":""13996""}"
65,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D7P5NI8,,,,,,glb,,16350,13996,,1,3,,8/B01D7P5NI8.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D7P5NI8"",""extent_x"":""0.5334210573467327"",""extent_y"":""0.8117212169336523"",""extent_z"":""0.4825999385499354"",""faces"":""16350"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B01D7P5NI8.glb"",""textures"":""3"",""vertices"":""13996""}"
66,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D7P5QKS,,,,,,glb,,69231,37883,,1,3,,S/B01D7P5QKS.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D7P5QKS"",""extent_x"":""0.44957998394966125"",""extent_y"":""0.9702799916267395"",""extent_z"":""0.4749800115823746"",""faces"":""69231"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B01D7P5QKS.glb"",""textures"":""3"",""vertices"":""37883""}"
67,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01D7PG5EO,,,,,,glb,,58256,32954,,1,3,,O/B01D7PG5EO.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01D7PG5EO"",""extent_x"":""0.8201441764831543"",""extent_y"":""1.2680747509002686"",""extent_z"":""0.8316158950328827"",""faces"":""58256"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""O/B01D7PG5EO.glb"",""textures"":""3"",""vertices"":""32954""}"
68,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01DA8LC0A,,,,,,glb,,9720,8471,,1,3,,A/B01DA8LC0A.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01DA8LC0A"",""extent_x"":""0.999998033046602"",""extent_y"":""0.43705714583557426"",""extent_z"":""0.6002019401247909"",""faces"":""9720"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""A/B01DA8LC0A.glb"",""textures"":""3"",""vertices"":""8471""}"
69,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01DA8QJYO,,,,,,glb,,14744,24881,,1,3,,O/B01DA8QJYO.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01DA8QJYO"",""extent_x"":""1.0797540593000654"",""extent_y"":""0.5499099498855745"",""extent_z"":""0.4399279599084596"",""faces"":""14744"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""O/B01DA8QJYO.glb"",""textures"":""3"",""vertices"":""24881""}"
